review_id,company,category,rating,review_text,review_date,verified_purchase,helpful_votes,review_length
R01552,TravelEase,Voyages et hôtellerie,5,Très satisfait de mon achat. Le produit est de très bonne qualité. Je commanderai à nouveau sans hésiter.,2024-05-12,True,8,105
R01553,FoodDelivery,Livraison de repas,5,"Super expérience, L'application est fluide et intuitive. Le service client est réactif et professionnel.",2024-03-30,True,1,104
R01554,FashionLine,Mode et vêtements,2,Très déçu de mon expérience. Produit reçu cassé et remboursement refusé. Je ne recommande absolument pas.,2024-12-16,True,28,105
R01555,TravelEase,Voyages et hôtellerie,4,"Parfait du début à la fin. L'application est fluide et intuitive. Rien à redire, je suis client fidèle maintenant.",2024-05-12,False,0,114
R01556,FoodDelivery,Livraison de repas,4,"Excellent service, je recommande vivement ! La livraison a été rapide et le produit correspond parfaitement à la description.",2024-02-25,True,14,125
R01557,TechBox,E-commerce électronique,4,"Parfait du début à la fin. La livraison a été ultra rapide, en 24h. Rien à redire, je suis client fidèle maintenant.",2024-10-19,True,13,116
R01558,TechBox,E-commerce électronique,5,Vraiment au top ! L'emballage était soigné. Merci pour cette belle expérience.,2024-06-16,True,11,78
R01559,FoodDelivery,Livraison de repas,5,"Rien à reprocher, tout s'est passé comme prévu. La livraison a été ultra rapide, en 24h. Bravo à toute l'équipe.",2024-11-14,True,11,112
R01560,TechBox,E-commerce électronique,3,Expérience moyenne. Le prix est dans la moyenne du marché. J'ai eu mieux ailleurs mais c'est acceptable.,2024-01-14,True,6,104
R01561,FoodDelivery,Livraison de repas,4,"Rien à reprocher, tout s'est passé comme prévu. Le service client a répondu en moins d'une heure. Bravo à toute l'équipe.",2025-03-01,True,4,121
R01562,BankZen,Banque en ligne,5,Très satisfait de mon achat. Le produit est de très bonne qualité. Je commanderai à nouveau sans hésiter.,2024-10-16,True,13,105
R01563,TravelEase,Voyages et hôtellerie,5,"Excellent service, je recommande vivement ! La livraison a été en 24h et le produit correspond parfaitement à la description.",2024-09-25,True,10,125
R01564,FoodDelivery,Livraison de repas,3,Bon rapport qualité-prix mais Le produit fonctionne mais sans plus. Quelques détails à améliorer.,2025-04-11,True,7,97
R01565,FoodDelivery,Livraison de repas,3,Produit conforme à la description. L'emballage était basique mais protecteur. La livraison aurait pu être plus rapide.,2024-12-20,True,13,118
R01566,FoodDelivery,Livraison de repas,1,Service catastrophique ! Le service client ne répond jamais aux mails. Je veux être remboursé immédiatement.,2024-11-30,True,14,108
R01567,BankZen,Banque en ligne,5,"Parfait du début à la fin. Le rapport qualité-prix est imbattable. Rien à redire, je suis client fidèle maintenant.",2024-05-05,True,13,115
R01568,TravelEase,Voyages et hôtellerie,5,"Vraiment au top ! La livraison a été ultra rapide, en 24h. Merci pour cette belle expérience.",2024-06-09,True,13,93
R01569,BankZen,Banque en ligne,4,"Super expérience, L'application est fluide et intuitive. Le service client est réactif et professionnel.",2025-03-27,True,5,104
R01570,BankZen,Banque en ligne,1,Service catastrophique ! Frais cachés non mentionnés au moment du paiement. Je veux être remboursé immédiatement.,2024-05-14,True,45,113
R01571,BankZen,Banque en ligne,5,"Super expérience, Les frais de livraison sont raisonnables. Le service client est réactif et professionnel.",2024-08-08,True,5,107
R01572,TechBox,E-commerce électronique,2,Arnaque totale. Frais cachés non mentionnés au moment du paiement. N'achetez surtout pas chez eux.,2024-06-30,True,44,98
R01573,TravelEase,Voyages et hôtellerie,3,Produit conforme à la description. L'emballage était basique mais protecteur. La livraison aurait pu être plus rapide.,2024-06-21,False,10,118
R01574,TravelEase,Voyages et hôtellerie,5,Très satisfait de mon achat. L'emballage était soigné. Je commanderai à nouveau sans hésiter.,2025-01-13,False,14,93
R01575,BankZen,Banque en ligne,5,Excellente qualité pour le prix. Les frais de livraison sont raisonnables. Je suis bluffé par la rapidité du service.,2024-09-01,True,5,117
R01576,TravelEase,Voyages et hôtellerie,5,Très satisfait de mon achat. L'emballage était soigné. Je commanderai à nouveau sans hésiter.,2024-10-30,True,14,93
R01577,BankZen,Banque en ligne,4,"Super expérience, Les frais de livraison sont raisonnables. Le service client est réactif et professionnel.",2024-02-19,True,15,107
R01578,FoodDelivery,Livraison de repas,1,Arnaque totale. Le service client ne répond jamais aux mails. N'achetez surtout pas chez eux.,2024-06-14,True,48,93
R01579,FashionLine,Mode et vêtements,5,"Excellent service, je recommande vivement ! La livraison a été rapide et le produit correspond parfaitement à la description.",2024-09-22,True,10,125
R01580,TechBox,E-commerce électronique,4,"Super expérience, La livraison a été ultra rapide, en 24h. Le service client est réactif et professionnel.",2024-05-20,True,7,106
R01581,FashionLine,Mode et vêtements,3,Produit conforme à la description. Le prix est dans la moyenne du marché. La livraison aurait pu être plus rapide.,2025-01-20,True,7,114
R01582,FoodDelivery,Livraison de repas,2,"Aucune communication, support client inexistant. L'application plante en permanence. À fuir.",2025-03-05,True,10,92
R01583,TechBox,E-commerce électronique,5,"Excellent service, je recommande vivement ! La livraison a été rapide et le produit correspond parfaitement à la description.",2024-09-07,False,0,125
R01584,FoodDelivery,Livraison de repas,3,Bon rapport qualité-prix mais Le service client met du temps à répondre. Quelques détails à améliorer.,2025-01-09,True,4,102
R01585,BankZen,Banque en ligne,3,Service correct sans plus. L'emballage était basique mais protecteur. Pas vraiment de quoi se plaindre mais rien d'extraordinaire non plus.,2024-08-15,False,15,139
R01586,FoodDelivery,Livraison de repas,1,Quelle déception... Le service client ne répond jamais aux mails. On m'avait pourtant recommandé cette entreprise.,2025-01-09,True,22,114
R01587,TechBox,E-commerce électronique,5,"Parfait du début à la fin. La livraison a été ultra rapide, en 24h. Rien à redire, je suis client fidèle maintenant.",2024-03-21,True,8,116
R01588,BankZen,Banque en ligne,5,Très satisfait de mon achat. L'emballage était soigné. Je commanderai à nouveau sans hésiter.,2024-08-09,True,10,93
R01589,FashionLine,Mode et vêtements,5,"Excellent service, je recommande vivement ! La livraison a été très rapide et le produit correspond parfaitement à la description.",2024-03-11,True,7,130
R01590,FashionLine,Mode et vêtements,3,Expérience moyenne. Le service client met du temps à répondre. J'ai eu mieux ailleurs mais c'est acceptable.,2025-02-20,True,15,108
R01591,FoodDelivery,Livraison de repas,2,Service catastrophique ! L'application plante en permanence. Je veux être remboursé immédiatement.,2025-03-14,True,13,98
R01592,TechBox,E-commerce électronique,4,Une vraie bonne surprise ! L'application est fluide et intuitive. Je le recommanderai à mes proches.,2024-04-01,True,8,100
R01593,TravelEase,Voyages et hôtellerie,4,"Parfait du début à la fin. Le service client a répondu en moins d'une heure. Rien à redire, je suis client fidèle maintenant.",2024-09-28,True,5,125
R01594,FoodDelivery,Livraison de repas,5,Vraiment au top ! Le service client a répondu en moins d'une heure. Merci pour cette belle expérience.,2025-02-11,True,11,102
R01595,TravelEase,Voyages et hôtellerie,4,Très satisfait de mon achat. L'emballage était soigné. Je commanderai à nouveau sans hésiter.,2025-03-27,False,9,93
R01596,BankZen,Banque en ligne,5,"Rien à reprocher, tout s'est passé comme prévu. L'application est fluide et intuitive. Bravo à toute l'équipe.",2024-08-05,True,14,110
R01597,FoodDelivery,Livraison de repas,5,"Rien à reprocher, tout s'est passé comme prévu. L'application est fluide et intuitive. Bravo à toute l'équipe.",2024-03-06,True,15,110
R01598,BankZen,Banque en ligne,5,"Parfait du début à la fin. La livraison a été ultra rapide, en 24h. Rien à redire, je suis client fidèle maintenant.",2024-05-17,True,13,116
R01599,TechBox,E-commerce électronique,5,"Rien à reprocher, tout s'est passé comme prévu. L'application est fluide et intuitive. Bravo à toute l'équipe.",2024-06-11,True,14,110
R01600,BankZen,Banque en ligne,4,"Excellent service, je recommande vivement ! La livraison a été en 48h et le produit correspond parfaitement à la description.",2025-01-07,True,1,125
R01601,FoodDelivery,Livraison de repas,4,"Parfait du début à la fin. Le rapport qualité-prix est imbattable. Rien à redire, je suis client fidèle maintenant.",2024-04-15,True,3,115
R01602,TravelEase,Voyages et hôtellerie,5,"Super expérience, L'application est fluide et intuitive. Le service client est réactif et professionnel.",2024-01-11,False,2,104
R01603,FoodDelivery,Livraison de repas,5,Très satisfait de mon achat. Le rapport qualité-prix est imbattable. Je commanderai à nouveau sans hésiter.,2024-04-17,True,6,107
R01604,FashionLine,Mode et vêtements,5,"Excellente qualité pour le prix. La livraison a été ultra rapide, en 24h. Je suis bluffé par la rapidité du service.",2025-02-14,True,11,116
R01605,FoodDelivery,Livraison de repas,4,"Parfait du début à la fin. L'emballage était soigné. Rien à redire, je suis client fidèle maintenant.",2025-03-08,True,3,101
R01606,TravelEase,Voyages et hôtellerie,4,Une vraie bonne surprise ! Le produit est de très bonne qualité. Je le recommanderai à mes proches.,2024-05-24,True,7,99
R01607,FashionLine,Mode et vêtements,1,Service catastrophique ! Annulation impossible et prélèvements abusifs. Je veux être remboursé immédiatement.,2025-02-05,True,25,109
R01608,FashionLine,Mode et vêtements,5,Vraiment au top ! L'emballage était soigné. Merci pour cette belle expérience.,2024-02-07,True,13,78
R01609,TechBox,E-commerce électronique,1,Quelle déception... Livraison en retard de 3 semaines sans aucune explication. On m'avait pourtant recommandé cette entreprise.,2025-01-11,True,25,127
R01610,FashionLine,Mode et vêtements,5,Vraiment au top ! Le service client a répondu en moins d'une heure. Merci pour cette belle expérience.,2024-09-19,True,9,102
R01611,FoodDelivery,Livraison de repas,4,Très satisfait de mon achat. L'application est fluide et intuitive. Je commanderai à nouveau sans hésiter.,2024-10-22,True,9,106
R01612,BankZen,Banque en ligne,1,Arnaque totale. L'application plante en permanence. N'achetez surtout pas chez eux.,2024-05-22,True,44,83
R01613,TravelEase,Voyages et hôtellerie,4,Excellente qualité pour le prix. Le service client a répondu en moins d'une heure. Je suis bluffé par la rapidité du service.,2025-01-07,True,11,125
R01614,TravelEase,Voyages et hôtellerie,5,Une vraie bonne surprise ! Le rapport qualité-prix est imbattable. Je le recommanderai à mes proches.,2024-01-13,True,7,101
R01615,BankZen,Banque en ligne,4,"Très satisfait de mon achat. La livraison a été ultra rapide, en 24h. Je commanderai à nouveau sans hésiter.",2024-03-14,False,2,108
R01616,TechBox,E-commerce électronique,5,"Parfait du début à la fin. Le rapport qualité-prix est imbattable. Rien à redire, je suis client fidèle maintenant.",2024-05-07,True,12,115
R01617,TravelEase,Voyages et hôtellerie,5,"Parfait du début à la fin. Les frais de livraison sont raisonnables. Rien à redire, je suis client fidèle maintenant.",2024-09-09,True,9,117
R01618,FoodDelivery,Livraison de repas,5,"Excellent service, je recommande vivement ! La livraison a été en 48h et le produit correspond parfaitement à la description.",2024-10-16,True,0,125
R01619,FoodDelivery,Livraison de repas,5,"Une vraie bonne surprise ! La livraison a été ultra rapide, en 24h. Je le recommanderai à mes proches.",2024-11-29,True,14,102
R01620,BankZen,Banque en ligne,4,Très satisfait de mon achat. Le service client a répondu en moins d'une heure. Je commanderai à nouveau sans hésiter.,2024-12-24,True,4,117
R01621,TechBox,E-commerce électronique,2,Service catastrophique ! Produit reçu cassé et remboursement refusé. Je veux être remboursé immédiatement.,2024-04-11,True,7,106
R01622,TechBox,E-commerce électronique,5,Une vraie bonne surprise ! L'application est fluide et intuitive. Je le recommanderai à mes proches.,2025-02-15,True,4,100
R01623,TravelEase,Voyages et hôtellerie,4,"Excellent service, je recommande vivement ! La livraison a été en 48h et le produit correspond parfaitement à la description.",2024-08-10,False,8,125
R01624,TravelEase,Voyages et hôtellerie,4,"Rien à reprocher, tout s'est passé comme prévu. Le produit est de très bonne qualité. Bravo à toute l'équipe.",2024-05-28,True,6,109
R01625,TravelEase,Voyages et hôtellerie,5,"Rien à reprocher, tout s'est passé comme prévu. Le service client a répondu en moins d'une heure. Bravo à toute l'équipe.",2024-08-24,True,10,121
R01626,FashionLine,Mode et vêtements,2,Service client incompétent. Livraison en retard de 3 semaines sans aucune explication. On perd son temps à les contacter.,2024-06-11,True,9,121
R01627,BankZen,Banque en ligne,1,Très déçu de mon expérience. Le service client ne répond jamais aux mails. Je ne recommande absolument pas.,2024-12-25,True,44,107
R01628,TechBox,E-commerce électronique,4,"Rien à reprocher, tout s'est passé comme prévu. L'emballage était soigné. Bravo à toute l'équipe.",2024-11-15,True,5,97
R01629,TechBox,E-commerce électronique,4,"Parfait du début à la fin. L'application est fluide et intuitive. Rien à redire, je suis client fidèle maintenant.",2024-01-08,False,8,114
R01630,FoodDelivery,Livraison de repas,5,"Excellente qualité pour le prix. La livraison a été ultra rapide, en 24h. Je suis bluffé par la rapidité du service.",2024-11-15,True,8,116
R01631,TravelEase,Voyages et hôtellerie,4,"Parfait du début à la fin. Le rapport qualité-prix est imbattable. Rien à redire, je suis client fidèle maintenant.",2024-03-19,True,6,115
R01632,FoodDelivery,Livraison de repas,3,Bon rapport qualité-prix mais L'emballage était basique mais protecteur. Quelques détails à améliorer.,2024-03-05,False,12,102
R01633,FoodDelivery,Livraison de repas,5,Vraiment au top ! Le produit est de très bonne qualité. Merci pour cette belle expérience.,2024-03-27,True,7,90
R01634,FashionLine,Mode et vêtements,1,Quelle déception... Produit reçu cassé et remboursement refusé. On m'avait pourtant recommandé cette entreprise.,2024-03-25,True,0,112
R01635,FoodDelivery,Livraison de repas,1,Très déçu de mon expérience. Produit reçu cassé et remboursement refusé. Je ne recommande absolument pas.,2024-09-18,False,27,105
R01636,BankZen,Banque en ligne,4,Très satisfait de mon achat. Le rapport qualité-prix est imbattable. Je commanderai à nouveau sans hésiter.,2024-07-20,True,12,107
R01637,BankZen,Banque en ligne,4,"Rien à reprocher, tout s'est passé comme prévu. Le rapport qualité-prix est imbattable. Bravo à toute l'équipe.",2025-03-07,True,5,111
R01638,FoodDelivery,Livraison de repas,5,Excellente qualité pour le prix. Le service client a répondu en moins d'une heure. Je suis bluffé par la rapidité du service.,2024-12-21,False,3,125
R01639,TravelEase,Voyages et hôtellerie,5,"Rien à reprocher, tout s'est passé comme prévu. L'emballage était soigné. Bravo à toute l'équipe.",2025-03-19,True,14,97
R01640,FoodDelivery,Livraison de repas,5,"Parfait du début à la fin. Le service client a répondu en moins d'une heure. Rien à redire, je suis client fidèle maintenant.",2024-07-10,True,0,125
R01641,FashionLine,Mode et vêtements,4,"Parfait du début à la fin. Le rapport qualité-prix est imbattable. Rien à redire, je suis client fidèle maintenant.",2024-06-07,True,11,115
R01642,FoodDelivery,Livraison de repas,4,"Excellent service, je recommande vivement ! La livraison a été en 48h et le produit correspond parfaitement à la description.",2024-11-27,True,15,125
R01643,BankZen,Banque en ligne,1,Produit défectueux et impossible d'avoir un remboursement. Le service client ne répond jamais aux mails. Honteux.,2024-11-16,True,36,113
R01644,TechBox,E-commerce électronique,5,Une vraie bonne surprise ! Le service client a répondu en moins d'une heure. Je le recommanderai à mes proches.,2024-03-29,True,3,111
R01645,TechBox,E-commerce électronique,4,"Super expérience, Les frais de livraison sont raisonnables. Le service client est réactif et professionnel.",2025-03-11,True,13,107
R01646,TechBox,E-commerce électronique,1,Très déçu de mon expérience. Le service client ne répond jamais aux mails. Je ne recommande absolument pas.,2024-02-19,False,17,107
R01647,FashionLine,Mode et vêtements,5,"Excellent service, je recommande vivement ! La livraison a été en 48h et le produit correspond parfaitement à la description.",2024-12-10,False,10,125
R01648,FashionLine,Mode et vêtements,5,"Rien à reprocher, tout s'est passé comme prévu. L'application est fluide et intuitive. Bravo à toute l'équipe.",2024-07-25,True,1,110
R01649,TechBox,E-commerce électronique,3,Bon rapport qualité-prix mais La livraison a pris une semaine. Quelques détails à améliorer.,2025-01-08,True,5,92
R01650,BankZen,Banque en ligne,1,"Aucune communication, support client inexistant. Description du produit complètement trompeuse. À fuir.",2024-09-15,True,40,103
R01651,TechBox,E-commerce électronique,4,"Rien à reprocher, tout s'est passé comme prévu. La livraison a été ultra rapide, en 24h. Bravo à toute l'équipe.",2024-08-26,True,2,112
R01652,TravelEase,Voyages et hôtellerie,5,Très satisfait de mon achat. L'emballage était soigné. Je commanderai à nouveau sans hésiter.,2024-04-03,True,5,93
R01653,FoodDelivery,Livraison de repas,5,"Excellent service, je recommande vivement ! La livraison a été rapide et le produit correspond parfaitement à la description.",2024-01-06,True,11,125
R01654,BankZen,Banque en ligne,1,"Aucune communication, support client inexistant. Le service client ne répond jamais aux mails. À fuir.",2025-03-04,True,12,102
R01655,FashionLine,Mode et vêtements,4,Excellente qualité pour le prix. Le produit est de très bonne qualité. Je suis bluffé par la rapidité du service.,2024-05-22,True,10,113
R01656,BankZen,Banque en ligne,3,Expérience moyenne. Le produit fonctionne mais sans plus. J'ai eu mieux ailleurs mais c'est acceptable.,2025-03-28,True,9,103
R01657,FoodDelivery,Livraison de repas,5,Vraiment au top ! Le service client a répondu en moins d'une heure. Merci pour cette belle expérience.,2024-06-30,True,11,102
R01658,TravelEase,Voyages et hôtellerie,4,"Super expérience, Les frais de livraison sont raisonnables. Le service client est réactif et professionnel.",2024-10-26,True,6,107
R01659,BankZen,Banque en ligne,4,"Vraiment au top ! La livraison a été ultra rapide, en 24h. Merci pour cette belle expérience.",2024-12-24,False,8,93
R01660,TechBox,E-commerce électronique,4,"Parfait du début à la fin. Le produit est de très bonne qualité. Rien à redire, je suis client fidèle maintenant.",2024-08-27,True,3,113
R01661,TravelEase,Voyages et hôtellerie,5,"Super expérience, Le produit est de très bonne qualité. Le service client est réactif et professionnel.",2024-08-27,True,11,103
R01662,TravelEase,Voyages et hôtellerie,4,"Excellent service, je recommande vivement ! La livraison a été en 48h et le produit correspond parfaitement à la description.",2024-02-23,True,0,125
R01663,FashionLine,Mode et vêtements,4,"Rien à reprocher, tout s'est passé comme prévu. L'application est fluide et intuitive. Bravo à toute l'équipe.",2025-04-07,True,11,110
R01664,FoodDelivery,Livraison de repas,2,Quelle déception... Annulation impossible et prélèvements abusifs. On m'avait pourtant recommandé cette entreprise.,2024-01-12,True,39,115
R01665,BankZen,Banque en ligne,5,Excellente qualité pour le prix. Le service client a répondu en moins d'une heure. Je suis bluffé par la rapidité du service.,2025-03-03,True,11,125
R01666,TravelEase,Voyages et hôtellerie,4,Excellente qualité pour le prix. L'emballage était soigné. Je suis bluffé par la rapidité du service.,2025-04-20,False,3,101
R01667,BankZen,Banque en ligne,4,Vraiment au top ! Le rapport qualité-prix est imbattable. Merci pour cette belle expérience.,2024-01-15,True,5,92
R01668,FoodDelivery,Livraison de repas,5,"Parfait du début à la fin. Le produit est de très bonne qualité. Rien à redire, je suis client fidèle maintenant.",2024-12-05,True,1,113
R01669,TechBox,E-commerce électronique,4,"Super expérience, Le service client a répondu en moins d'une heure. Le service client est réactif et professionnel.",2024-07-21,True,0,115
R01670,FashionLine,Mode et vêtements,3,Expérience moyenne. Le produit fonctionne mais sans plus. J'ai eu mieux ailleurs mais c'est acceptable.,2024-06-06,True,7,103
R01671,FashionLine,Mode et vêtements,4,"Parfait du début à la fin. L'application est fluide et intuitive. Rien à redire, je suis client fidèle maintenant.",2024-10-11,False,11,114
R01672,TechBox,E-commerce électronique,4,"Rien à reprocher, tout s'est passé comme prévu. Le service client a répondu en moins d'une heure. Bravo à toute l'équipe.",2024-10-08,True,6,121
R01673,BankZen,Banque en ligne,5,Une vraie bonne surprise ! Les frais de livraison sont raisonnables. Je le recommanderai à mes proches.,2025-04-14,True,4,103
R01674,FoodDelivery,Livraison de repas,5,"Super expérience, Les frais de livraison sont raisonnables. Le service client est réactif et professionnel.",2024-06-16,False,13,107
R01675,TravelEase,Voyages et hôtellerie,4,Très satisfait de mon achat. Le service client a répondu en moins d'une heure. Je commanderai à nouveau sans hésiter.,2024-12-08,True,0,117
R01676,FashionLine,Mode et vêtements,5,"Super expérience, La livraison a été ultra rapide, en 24h. Le service client est réactif et professionnel.",2024-07-04,True,0,106
R01677,TravelEase,Voyages et hôtellerie,5,Excellente qualité pour le prix. L'application est fluide et intuitive. Je suis bluffé par la rapidité du service.,2024-04-27,True,6,114
R01678,TechBox,E-commerce électronique,3,Ça fait le job. L'emballage était basique mais protecteur. On verra à la prochaine commande si je reviens.,2024-06-22,True,5,106
R01679,BankZen,Banque en ligne,2,Produit défectueux et impossible d'avoir un remboursement. Frais cachés non mentionnés au moment du paiement. Honteux.,2024-12-11,False,2,118
R01680,FoodDelivery,Livraison de repas,5,Excellente qualité pour le prix. Le produit est de très bonne qualité. Je suis bluffé par la rapidité du service.,2024-07-22,True,3,113
R01681,BankZen,Banque en ligne,5,"Rien à reprocher, tout s'est passé comme prévu. L'application est fluide et intuitive. Bravo à toute l'équipe.",2025-03-17,True,0,110
R01682,FashionLine,Mode et vêtements,4,Excellente qualité pour le prix. L'emballage était soigné. Je suis bluffé par la rapidité du service.,2024-09-05,True,12,101
R01683,BankZen,Banque en ligne,5,"Vraiment au top ! La livraison a été ultra rapide, en 24h. Merci pour cette belle expérience.",2025-01-14,True,14,93
R01684,TravelEase,Voyages et hôtellerie,4,Une vraie bonne surprise ! Les frais de livraison sont raisonnables. Je le recommanderai à mes proches.,2024-09-30,False,3,103
R01685,FashionLine,Mode et vêtements,5,Excellente qualité pour le prix. Le produit est de très bonne qualité. Je suis bluffé par la rapidité du service.,2024-01-04,True,8,113
R01686,FashionLine,Mode et vêtements,4,Une vraie bonne surprise ! L'emballage était soigné. Je le recommanderai à mes proches.,2024-08-25,True,3,87
R01687,BankZen,Banque en ligne,4,"Excellent service, je recommande vivement ! La livraison a été en 48h et le produit correspond parfaitement à la description.",2024-08-05,True,9,125
R01688,TechBox,E-commerce électronique,4,"Super expérience, La livraison a été ultra rapide, en 24h. Le service client est réactif et professionnel.",2024-08-01,True,10,106
R01689,FoodDelivery,Livraison de repas,5,Très satisfait de mon achat. L'application est fluide et intuitive. Je commanderai à nouveau sans hésiter.,2024-01-19,True,12,106
R01690,FashionLine,Mode et vêtements,3,Bon rapport qualité-prix mais L'emballage était basique mais protecteur. Quelques détails à améliorer.,2024-03-05,True,15,102
R01691,BankZen,Banque en ligne,5,"Rien à reprocher, tout s'est passé comme prévu. L'application est fluide et intuitive. Bravo à toute l'équipe.",2024-11-12,True,14,110
R01692,TechBox,E-commerce électronique,1,Pire expérience d'achat. Livraison en retard de 3 semaines sans aucune explication. Je vais signaler à la répression des fraudes.,2024-03-16,True,46,129
R01693,TechBox,E-commerce électronique,4,Très satisfait de mon achat. L'application est fluide et intuitive. Je commanderai à nouveau sans hésiter.,2025-01-18,True,12,106
R01694,TechBox,E-commerce électronique,3,Pas mal dans l'ensemble. Le produit fonctionne mais sans plus. Je verrai si je récidive.,2025-01-04,True,2,88
R01695,BankZen,Banque en ligne,5,"Parfait du début à la fin. La livraison a été ultra rapide, en 24h. Rien à redire, je suis client fidèle maintenant.",2024-11-11,True,7,116
R01696,TechBox,E-commerce électronique,4,Une vraie bonne surprise ! Les frais de livraison sont raisonnables. Je le recommanderai à mes proches.,2025-04-23,True,5,103
R01697,FoodDelivery,Livraison de repas,4,"Excellent service, je recommande vivement ! La livraison a été en 24h et le produit correspond parfaitement à la description.",2024-12-13,True,0,125
R01698,BankZen,Banque en ligne,3,Ça fait le job. La livraison a pris une semaine. On verra à la prochaine commande si je reviens.,2024-05-20,True,10,96
R01699,TechBox,E-commerce électronique,3,Service correct sans plus. Le produit fonctionne mais sans plus. Pas vraiment de quoi se plaindre mais rien d'extraordinaire non plus.,2024-04-23,True,9,134
R01700,TravelEase,Voyages et hôtellerie,5,Excellente qualité pour le prix. Le rapport qualité-prix est imbattable. Je suis bluffé par la rapidité du service.,2024-07-18,True,0,115
R01701,FoodDelivery,Livraison de repas,4,"Rien à reprocher, tout s'est passé comme prévu. Le produit est de très bonne qualité. Bravo à toute l'équipe.",2024-08-24,False,15,109
R01702,FashionLine,Mode et vêtements,4,"Super expérience, La livraison a été ultra rapide, en 24h. Le service client est réactif et professionnel.",2024-07-25,True,2,106
R01703,BankZen,Banque en ligne,5,"Rien à reprocher, tout s'est passé comme prévu. Le produit est de très bonne qualité. Bravo à toute l'équipe.",2025-01-17,False,11,109
R01704,FoodDelivery,Livraison de repas,3,Produit conforme à la description. Le service client met du temps à répondre. La livraison aurait pu être plus rapide.,2024-12-11,True,4,118
R01705,TravelEase,Voyages et hôtellerie,5,"Rien à reprocher, tout s'est passé comme prévu. Le service client a répondu en moins d'une heure. Bravo à toute l'équipe.",2025-01-26,True,9,121
R01706,TravelEase,Voyages et hôtellerie,5,"Parfait du début à la fin. Le rapport qualité-prix est imbattable. Rien à redire, je suis client fidèle maintenant.",2024-03-08,True,3,115
R01707,TechBox,E-commerce électronique,4,"Parfait du début à la fin. Le rapport qualité-prix est imbattable. Rien à redire, je suis client fidèle maintenant.",2024-05-28,True,5,115
R01708,BankZen,Banque en ligne,5,"Rien à reprocher, tout s'est passé comme prévu. Le service client a répondu en moins d'une heure. Bravo à toute l'équipe.",2025-04-06,True,10,121
R01709,FoodDelivery,Livraison de repas,5,"Rien à reprocher, tout s'est passé comme prévu. Le produit est de très bonne qualité. Bravo à toute l'équipe.",2025-03-15,True,14,109
R01710,FoodDelivery,Livraison de repas,5,Une vraie bonne surprise ! Les frais de livraison sont raisonnables. Je le recommanderai à mes proches.,2024-03-31,True,0,103
R01711,TravelEase,Voyages et hôtellerie,5,Une vraie bonne surprise ! L'application est fluide et intuitive. Je le recommanderai à mes proches.,2025-04-09,True,13,100
R01712,BankZen,Banque en ligne,4,"Excellent service, je recommande vivement ! La livraison a été rapide et le produit correspond parfaitement à la description.",2024-11-08,True,2,125
R01713,TravelEase,Voyages et hôtellerie,5,"Excellente qualité pour le prix. La livraison a été ultra rapide, en 24h. Je suis bluffé par la rapidité du service.",2024-11-08,True,15,116
R01714,TechBox,E-commerce électronique,5,"Excellent service, je recommande vivement ! La livraison a été en 24h et le produit correspond parfaitement à la description.",2024-09-18,False,5,125
R01715,BankZen,Banque en ligne,4,"Parfait du début à la fin. Le service client a répondu en moins d'une heure. Rien à redire, je suis client fidèle maintenant.",2025-04-24,True,6,125
R01716,FoodDelivery,Livraison de repas,2,Service catastrophique ! Livraison en retard de 3 semaines sans aucune explication. Je veux être remboursé immédiatement.,2024-04-15,True,29,121
R01717,FashionLine,Mode et vêtements,5,Une vraie bonne surprise ! Les frais de livraison sont raisonnables. Je le recommanderai à mes proches.,2024-03-31,False,3,103
R01718,TravelEase,Voyages et hôtellerie,5,"Super expérience, Le service client a répondu en moins d'une heure. Le service client est réactif et professionnel.",2025-01-04,False,0,115
R01719,TechBox,E-commerce électronique,5,Excellente qualité pour le prix. Les frais de livraison sont raisonnables. Je suis bluffé par la rapidité du service.,2024-07-16,True,13,117
R01720,FoodDelivery,Livraison de repas,5,Très satisfait de mon achat. Le service client a répondu en moins d'une heure. Je commanderai à nouveau sans hésiter.,2024-09-03,False,1,117
R01721,FoodDelivery,Livraison de repas,5,"Excellent service, je recommande vivement ! La livraison a été en 48h et le produit correspond parfaitement à la description.",2025-01-01,False,14,125
R01722,BankZen,Banque en ligne,5,Très satisfait de mon achat. Les frais de livraison sont raisonnables. Je commanderai à nouveau sans hésiter.,2024-05-14,True,3,109
R01723,FashionLine,Mode et vêtements,4,"Rien à reprocher, tout s'est passé comme prévu. Le produit est de très bonne qualité. Bravo à toute l'équipe.",2025-02-11,True,8,109
R01724,TechBox,E-commerce électronique,4,Très satisfait de mon achat. L'application est fluide et intuitive. Je commanderai à nouveau sans hésiter.,2024-09-08,True,8,106
R01725,FoodDelivery,Livraison de repas,3,Ça fait le job. Le produit fonctionne mais sans plus. On verra à la prochaine commande si je reviens.,2025-02-07,True,8,101
R01726,TravelEase,Voyages et hôtellerie,3,Service correct sans plus. La livraison a pris une semaine. Pas vraiment de quoi se plaindre mais rien d'extraordinaire non plus.,2024-03-16,True,0,129
R01727,FashionLine,Mode et vêtements,5,"Rien à reprocher, tout s'est passé comme prévu. La livraison a été ultra rapide, en 24h. Bravo à toute l'équipe.",2025-01-01,True,9,112
